Perguntas,Tags
"Estou tentando implementar spinner loanding no meu projeto em angularjs, já faz um tempo! o spinner deve rodar sempre que uma requisição for executada.  Que biblioteca uso?  ",angular 
"Estou seguindo um livro de CODE  e está dando o seguinte erro:  CODE   Já revisei várias vezes e não encontrei nada errado, aqui está o código:  Express.js  CODE   Route:  CODE   Controller:  CODE   E por ultimo o server.js  CODE   Aonde posso estar errando?  Estrutura dos diretórios: ",node.js
"Em meus estudos de javascript com framework Jquery, venho me deparando diversas vezes com CODE  e CODE  alinhados. Gostaria de saber como os mesmos funcionam juntos. um exemplo que me deparei foi o código abaixo.  CODE  ",jquery
Gostaria de saber como faço uma cópia de um array sem a referência.  Exemplo do que eu gostaria de fazer:  CODE   Obrigado!,angular
"Como faço para restringir acesso em algumas rotas, e permite que usuários logados possam acessar seu conteúdo em Angulajs. ",angular
"Estou fazendo login através de uma requisição AJAX normalmente usando o $http, logo após o login, meu webservice retorna o ID do usuário que logou, então eu faço outra requisição para pegar esse usuário.  Com os dados desse usuário eu armazeno o ID e Name do usuário.  CODE   E algumas linhas acima eu coloco o nome do usuário numa variável $scope:  CODE   Mas o meu grande problema é, logo após o login eu redireciono o usuário para a home ('/') do meu sistema e lá eu quero exibir uma mensagem: 'Olá Fulano' (nome do usuário). Mas o problema é que vem sem o nome do usuário, mas eu clicando em qualquer outra rota, por exemplo: ('/painel'), o nome é atualizado no headere aí ele aparece como eu gostaria.  Creio que devo estar me perdendo durante o loading da aplicação.  Resumindo: se existir outra maneira melhor de fazer isso eu mudo aqui, só quero apenas salvar os dados do meu usuário após o login e exibir quando precisar. ",angular
"   59001 - ""unknown web session id""   Estou implementando Checkout Transparente do PagSeguro usando API PHP v2, porém sempre recebo o erro acima na parte do JavaScript. O suporte deles é horrível, não há mais onde recorrer.  Editado: Adicionei o link real, para que testes possam ser realizados.  Download dos Arquivos  Segue o código:      CODE   CODE        ",jquery
"Tenho uma pagina e nela exibo um modal com 2 botões, um de confirmação e outro de cancelamento, conforme do código Abaixo:  Dentro desse modal tenho uma DIV CODE  Essa div eu recebo uma resposta de uma pagina em PHP, gostaria de ocultar os 2 BOTÕES que tenho dentro desse modal e após receber a resposta da pagina php mostrar um outro botão para fechar esse modal.  Como Posso Fazer ISSO?  CODE   Código da chamada ajax  CODE   Pagina para teste: LINK ",jquery 
"Preciso de um código que identifique se o navegador é Firefox e depois execute um bloco de código e caso contrario execute outro. O bloco de código é CODE  puro.  O código é pra ser usado dentro do Wordpress, por isso acredito só aceitar CODE , mas se não houver outra forma pode ser em CODE  ou CODE .    Irmão,  Estou usando o modulo wordpress em um site próprio. O que quero fazer é o seguinte: O site é um portal de notícias. Nele coloquei um player da minha rádio online.  O código é o seguinte:   CODE   Percebi que este player não roda no Firefox e queria colocar um código alternativo somente para ele em Html5, este abaixo:  CODE     pensei em usar um IF em alguma linguagem pra identificar o navegador, mas não sei se é a solução mais viável.  O site é: www.planetariosdigital.com.br ",html
"Tenho a seguinte configuração para as rotas:  CODE   Repare que a rota CODE  possui 2 heranças: CODE  e CODE  (app.common.dashboard).  Isso foi necessário porque após o login o cliente é redirecionado para o dashboard, mas é necessário incluir no HTML as partes comuns a todas as páginas, como o CODE  e o CODE , daí a necessidade da segunda herança CODE .  O CODE  possui a seguinte estrutura:  CODE   Quando acesso o dashboard, as views CODE  e CODE  são preenchidas, mas a view CODE  fica em branco , mas deveria aparecer o HTML do dashboard.  Já verifiquei e o caminho para o arquivo HTML está correto.  O que fiz errado? ",angular
"No browser, o código a seguir funciona normalmente:  CODE   Mas no Node.js (versão CODE ), ao executar o mesmo código, eu recebo o erro:   CODE    O que é isso? Por que acontece? Isso é prejudicial? Como resolver? ",node.js
"Preciso incrementar o item CODE na variavel CODE  somente quando clicar na checkbox, bem como decrementar quando unchecked.      CODE   CODE        ",angular 
"Tenho um script jQuery para aplicar efeito blur em uma div enquanto a página sofre um scroll.  jQuery:  CODE   A div de class .tudo é o corpo todo da página para testar o efeito, mas nada está funcionando.  Alguém consegue identificar o problema?  Import do script  CODE  ",jquery
"Estou usando o plugin do CODE  que é um plugin para clonar formulários que já estavam inclusos em um template de um painel administrativo que estou usando. Não entendi muito bem como usar o hook desse plugin para incrementar o name de um input sempre que ele é clonado.  Por exemplo: Clico no sinal de ""+"" e clono um ou dois campos juntos. Estes dois campos têm seu name incrementado desse jeito > ""CODE "", sendo o índice do primeiro input começava com ""CODE "".  Perguntei ao desenvolvedor do plugin se era possível fazer o clone e incrementar os names e ele me respondeu o seguinte:  ""Yes, it is. Ideally, due to the nature of cloned form elements, the names should be name[], so that the values can be processed as arrays. If you need to increment name and/or value, you can plug into the custom event - CODE .   See: https://github.com/yapapaya/jquery-cloneya/blob/master/jquery-cloneya.js#L119. ",jquery html
"Estou com uma dúvida e está meio difícil encontrar uma forma prática de resolver.  Eu criei um CODE  com 10 CODE . Gostaria de saber a melhor prática para que quando o usuário marcar um deles eu armazene esse valor em uma variável para que eu possa concatenar esses valores com mais 2 grupos.  Exemplo:  CODE  do CODE  vale 1, o CODE  da CODE  vale 2.  Ele deverá pegar os números e colocar um em cada variável para que eu possa concatenar lado a lado resultando em (12) e não (3), e após isso fazer um cálculo de potência usando o valor do 3º groupbox. ",html
"Estou desenvolvendo um servidor de CODE  que irá controlar multi conexões de clientes, funcionará basicamente como um chat, será uma especie de jogo multiplayer, depois de muitas pesquisas e alguns testes percebi que ao utilizar CODE  para mensagens em assíncrono não é possível saber se a mensagem realmente chegou ao client\servidor e ainda existe o risco das mensagens chegarem na ordem errada e isso serial crucial em um jogo multiplayer, depois de algumas pesquisas vi que a solução para isso erá implementar uma fila de mensagens para o socket, implementar a fila aparentemente é tranquilo teoricamente seria adicionar todas as mensagens ao fim da fila e enviar as mensagem da primeira posição e assim respectivamente, mas a minha duvida é como terei a certeza que a primeira mensagem foi enviada para enviar a segunda da fila e assim por diante, se eu ter que implementar um ouvinte para isso ou seja uma resposta do servidor alem de eu ter que informar de qual mensagem é a resposta isso influenciaria na latência da minha conexão que por sinal precisa ser baixa, estou com dificuldade de como resolver isso.  A aplicação de servidor é feita em CODE   estou utilizando o framework CODE  As aplicações clientes são javascript utilizando CODE (CODE ) ",html
"Obtenho este erro na 3ª linha deste código para fazer uma lightbox surgir com uma imagem ao clicar nela, utilizando o fancybox 2, com o CakePHP. Não consigo perceber o porquê disto estar a acontecer, alguém me pode ajudar?  CODE   View  CODE   Layout  CODE  ",jquery
Eu tenho dois botoes que o ID deles vem de um dado do banco de dados:  CODE   E no TS eu tento desabilitar assim:  CODE   Mas aí só desabilita o botão 'SIM' mas eu preciso que desabilite o botão 'NÃO' também.  Tem alguma forma de desabilitar os dois botões ao mesmo tempo sem ser pelo ID?,angular 
"Preciso que minha tabs fique na parte de cima do app, mas ela fica normalmente na parte de baixo, alguem poderia me ajudar?  html:  CODE  ",angular 
"Boa tarde,  Tenho um codigo de CODE  onde tem uma lista de publicações e ele utiliza o CODE , mas infelizmente ele está sendo o ultimo a ser baixado pela pagina.  Depois de todos os arquivos que tem dentro do CODE , e está fazendo com que o CODE  não funcione corretamente..  Dúvida: Existe forma de importar o JS antes de qualquer load?  Tentei pela tag Defer e Async do CODE  mas não funcionou. ",html 
"Eu não sei se é o split que usa, no jquery, mas não estou tendo sucesso. Em meu código eu recebo o valor de ID que vem dinamicamente, quero dividir o ID em dois. Uma parte até o caracter 16 e depois o restante.. como posso fazer isso? ",jquery
"Quando tento chamar a biblioteca Jquery Mobile (Usando CDN ou o próprio código baixado no site Jquery Mobile.    Recebo o seguinte erro no console do Browser (Chrome e Firefox):     Uncaught TypeError: Cannot read property 'concat' of undefined   Portanto, não consigo utilizar nada do Jquery Mobile. Alguém sabe algo que ajude a resolver isso? ",jquery
"Tenho uma página que permite inserir uma imagem dentro do elemento canvas e funciona perfeitamente.  Agora, o que eu preciso é uma forma de limitar o posicionamento da imagem dentro do canvas, não permitindo que fique sobrando espaços em branco, independente do posicionamento da imagem.  A opção de seleção da imagem está ativa. O reposicionamento é feito utilizando drag and drop.    Eu preciso de algo igual este do link, mas sem precisar dar o zoom para movimentar a imagem.   Canvas  CODE   Imagem  CODE   JS  CODE  ",html
"  tenho um table que mostra os vencimentos, como posso deixar a fonte vermelha ou o fundo vermelho se estiver vencido?  usando css  minha table é montada da seguinte forma  CODE   *** tenho um campo que quando esta vencido o valor dele é ""sim"" ",html angular 
"Estou consumindo uma API através de um método post e preciso mandar no cabeçalho o Authorization. Estou fazendo da seguinte forma:  CODE   Mas por algum motivo o Angular não envia os cabeçalhos. Já tentei de diver sas formas, mas nenhuma funciona. Alguém tem ideia do que possa ser?  OBS 1: Estou usando Angular 5 e Ionic 3 OBS 2: Já tentei usar Interceptors e não funcionou OBS 3: Já debuguei a request na api pelo Postman, por lá funciona certinho, mandando os cabeçalhos e tudo, mas pelo app não funciona de nenhum jeito. ",angular 
"Preciso de uma ajuda, não encontrei nada prático e exato no google, eu tenho um backend com node e utilizando o mongoose, e eu consigo rodar local tranquilamente, pois no CMD eu executo o comando 'mongod', e o meu mongo local fica no ar, e eu conecto pelo cmd no meu sv na aws, e só tenho acesso a linha de comando, se eu executo 'mongod' da certo, mas se eu fecho a conexao com o sv, ele vai cair, como deixar ele ativo o tempo todo? tipo um pm2 com node.  ",node.js
